,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
2560,2019-09-12,  StealthStation S7 & Cranial Software system (2019-08-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2561,2019-09-12,  SYNCHRON Systems Benzodiazepine Reagent (2019-08-13) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2562,2019-09-12,  Atellica CH 930 Analyzer (2019-08-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2563,2019-09-06,  HFA Review (accessory of Humphrey Field Analyzer 3 (HFA3)) (2019-09-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2564,2019-09-06,  cobas IT 1000 Software (2019-08-22) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2565,2019-09-06,  Apex Inversion Table (2018-05-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2566,2019-09-06,  LEEP PATIENT RETURN PADS (2019-08-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2567,2019-09-06,  Quart Arterial Filter (2019-08-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2568,2019-09-06,  MESA Rail Cutter (2019-08-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2569,2019-09-06,  Invisalign System (2019-08-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2570,2019-09-06,  SCP Pump Control Panel (2019-08-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2571,2019-09-06,  Xolair (2019-09-06) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,September,Health product
2572,2019-09-06,  COBAS OMNI LYSIS REAGENT (2019-08-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,September,Health product
2573,2019-09-03,  Health Canada seized unauthorized Bielenda Dr. Medica anti-acne products because they may pose serious health risks ,Other,1.0,Drugs,Health Canada,General Public,public advisory,,2019,September,Health product
2574,2019-08-30,  CentriMag Extracorporeal Blood Pumping System - Motor (2019-08-22) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2575,2019-08-30,  Aquilex Fluid Control System (2019-08-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2576,2019-08-30,  Vanguard XP-XP & XP-XR Tibial Tray (2019-08-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2577,2019-08-30,  Zoom Latitude Programmer/Recorder/Monitor (2019-08-21) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2578,2019-08-30,  Gamma Sup Control System (2019-05-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2579,2019-08-30,  VANC3 ONLINE TDM Vancomycin Gen.3 (2019-08-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2580,2019-08-30,  Meropenem 32 M.I.C.E Strips (2019-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2581,2019-08-30,  Proteus XR/a General Purpose Radiographic System (2019-08-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2582,2019-08-30,  Liaison CMV IgM Serum Control Set (2019-08-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2583,2019-08-30,  Oxygo Portable Oxygen Concentrator (2019-08-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2584,2019-08-30,  MED RX Urological Catheterization Kit (2019-08-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2585,2019-08-30,  Millennium MLC 120 (2019-06-27) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2586,2019-08-30,  Assay Tip/Assay Cup (2019-08-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2587,2019-08-30,  BD Vacutainer Sodium Fluoride Tube (2019-06-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2588,2019-08-30,  ASI 2.0 Instruments Calcar Trimmer Shaft (2019-08-14) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2589,2019-08-26,  Hulk Juice - Gamma Nutrition (2019-08-26) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2590,2019-08-26,  Unauthorized Colloidal Solutions colloidal metal health products recalled because they may pose serious health risks ,Important Safety Information,1.0,Natural Health Products,Health Canada,General Public,public advisory,,2019,August,Health product
2591,2019-08-23,  Micra MC1VR01 (2019-08-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2592,2019-08-23,  Concerto & AMP; Basic Shower Trolley (2019-08-08) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2593,2019-08-23,  Berchtold Chromophare Ceiling Mounted Surgical Light System (2019-08-09) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2594,2019-08-23,  Inogen One G3 Oxygen Concentrator System (2019-08-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2595,2019-08-23,"  EXACTAMED Oral Dispenser Amber 5 mL, Pharmacy Pack (2019-08-14) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2596,2019-08-23,  Lightening Lotion (2019-08-23) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2597,2019-08-23,  Artis Q (2019-07-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2598,2019-08-23,  Panetti Suction Microhook System (2019-07-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2599,2019-08-23,  Seca 402 & 403 (2019-07-15) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2600,2019-08-23,  Elecsys Anti-Tg (2019-07-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2601,2019-08-23,"  Adaptic Non-Adhering Dressing, 7.6CM X 7.6CM (2019-08-02) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2602,2019-08-23,  Cobas Pro ISE Analytical Unit (2019-07-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2603,2019-08-23,  Anaesthetic Masks (2019-08-12) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2604,2019-08-23,"  Triathlon Femoral Distal Augments (10 AND 15 mm, SIZE 2, LEFT and RIGHT) (2019-08-09) ",Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2605,2019-08-23,  Anti Human Anti Hemophilus Influenza EIA Kit (2019-07-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2606,2019-08-23,  Gastrointestinal Imaging Video Capsule Device (2019-07-18) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2607,2019-08-23,  CT900 Clinician Programmer Software Application A710 Intellis & A810 Synchromed (2019-07-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2608,2019-08-21,  M-Pregabalin 25mg Capsules (2019-08-21) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2609,2019-08-20,  Scoop & Save Natural Health Foods Colloidal Product Recall (2019-08-20) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2610,2019-08-16,  4.5mm Full Radius Concave Long Blades (2019-07-31) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2611,2019-08-16,  Bur Diamond Podiatry (2019-07-16) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2612,2019-08-16,  ADVIA Centaur System - Folate Assay (2019-07-29) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2613,2019-08-16,  Vigilant Drug'Lib Agilia CA (2019-06-25) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2614,2019-08-16,  Endo Surgical Pack System (2019-07-23) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2615,2019-08-16,  DELFIA/AutoDELFIA P1GF Kit (2019-08-07) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2616,2019-08-16,  SnapshotNIR Multispectral Imaging Device (2019-08-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2617,2019-08-16,  Purified Water Storage And Delivery Component (2019-07-24) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2618,2019-08-16,  Vacutainer Brand Eclipse Blood Collection Needle (2019-08-02) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2619,2019-08-16,  AutoTac Handle (2019-07-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2620,2019-08-16,  Optilite IgM Kit (2019-07-19) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2621,2019-08-16,  Heater Unit HU 35 (2019-08-06) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2622,2019-08-16,  Drugs of Abuse Cutoff 200% (2019-07-22) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2623,2019-08-16,  Cobas IT Middleware (2019-07-26) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2624,2019-08-16,  SnapshotNIR Multispectral Imaging Device (2019-08-01) ,Medical Devices,1.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type III,2019,August,Health product
2625,2019-08-15,  ZO Skin Health Hydroquinone product recall (2019-08-15) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2626,2019-08-15,"  Dozens of health products seized from Aphrodite Aesthetic Clinic in North York, Ontario, may pose serious health risks ",Important Safety Information,1.0,Drugs,Health Canada,General Public,public advisory,,2019,August,Health product
2627,2019-08-14,  Mustad Thrush Buster (2019-08-14) ,Product Safety,1.0,Veterinary Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
2628,2019-08-12,  Colloidal Solutions Colloidal Silver (2019-08-12) ,Product Safety,1.0,Drugs,Health Canada,Healthcare Professionals,health product recall,Type II,2019,August,Health product
