,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
768,2019-10-29,  Bead Landing™ Tassel Keychain Mobile Power Banks recalled due to fire and burn hazards ,Fire Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,October,Consumer product
769,2019-10-29,  Kids World Kids Jacket recalled due to Entanglement Hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
770,2019-10-29,  Staying Safe on Halloween ,Other,1.0,Children's Products,Health Canada,information update,General Public,2019,October,Consumer product
771,2019-10-28,  Geonaute and Kalenji OnNight 410 head lamps recalled due to overheating battery ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2019,October,Consumer product
772,2019-10-25,  Construction Vehicle Toy recalled due to choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,October,Consumer product
773,2019-10-24,  Keycraft My First Tractor 4x4 (Digger style) recalled due to laceration hazard ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,October,Consumer product
774,2019-10-18,  Aladdin plush doll recalled due to a choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,October,Consumer product
775,2019-10-11,  Edwards 280 Series Mechanical Heat Detector recalled due to potential failure to operate ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
776,2019-10-11,  Mid-Century three-drawer chests recalled due to tip-over and entrapment hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,October,Consumer product
777,2019-10-11,  Swimming Animal Wind-up Toys recalled due to choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,October,Consumer product
778,2019-10-10,"  Carrier- and Bryant-branded 1.5-ton multi-zone, 4-ton multi-zone and 4-ton single-zone ductless heat pump outdoor unit recalled due to fire hazard. ",Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,October,Consumer product
779,2019-10-09,  Health Canada warns Canadians of health and safety risks of certain containers of pourable alcohol-based fuels and certain firepots that use pourable fuels ,Product Safety,1.0,Household Items,Health Canada,information update,General Public,2019,October,Consumer product
780,2019-10-09,  Jinzhile Toys Brand City Hero Fire Engines recalled due to choking hazard ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,October,Consumer product
781,2019-10-08,  Expanded Recall: Wetskins and Freshwater Childrens Rainsuit recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
782,2019-10-08,"  Storm Fighter™ Children's Two Piece Rain Suit and Storm Fighter™ ""Fun With Puddles"" Children's Rain Jacket recalled due to Strangulation Hazard ",Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
783,2019-10-08,  Ronson Brand Tech Torch Auto Start recalled due to fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
784,2019-10-07,"  Indigo branded ""If I wasn't the best Dad/Grandpa "" mugs recalled due to burn and laceration hazard ",Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,October,Consumer product
785,2019-10-07,  Expanded Recall: Pacapopskidz children's sweaters recalled due to strangulation hazard ,Strangulation Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
786,2019-10-07,"  Envirotex Lite 1.89 L and 3.78 L recalled due to lack of bilingual labelling, hazard information and child-resistant packaging ",Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,October,Consumer product
787,2019-10-03,  ASCO Solenoid Valves found in VIQUA Accessory Kits for UV Water Treatment Systems recalled due to potential risk of electric shock ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
788,2019-10-03,  Luyten Resin Bath Stools recalled due to fall hazard ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,October,Consumer product
789,2019-10-02,  Plush Sherpa Children's Sleepwear recalled due to flammability hazard ,Flammability Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
790,2019-10-02,  Pyranha 9RII Kayak recalled due to entrapment hazard ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,October,Consumer product
791,2019-10-01,"  MATVRÅ children's bib, Blue/Red 2-pack, recalled due to choking hazard ",Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,October,Consumer product
792,2019-09-30,  Red Mountain Valley camp stoves recalled due to potential fire hazard ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,September,Consumer product
793,2019-09-26,  ASKO Dishwasher recalled due to Fire Hazard ,Fire Hazard,1.0,Appliances,Health Canada,consumer product recall,General Public,2019,September,Consumer product
794,2019-09-24,  Garvin USB Pop-up Floor box recalled due to Fire Hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
795,2019-09-19,  Emblem Cannabis Corporation recalls one lot of Emblem Oil Capsules 20THC:0CBD cannabis oil capsules ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
796,2019-09-19,  Safety Goggles Sold with Throw Throw Burrito Extreme Edition Dodgeball Game Sets (Sold Exclusively on Kickstarter) recalled due to Laceration Hazard ,Laceration Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
797,2019-09-18,  Kichler Elan Mini Pendant Lights recalled due to fire hazard ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
798,2019-09-18,  STIHL PolyCut Trimmer Heads recalled due to potential impact hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,September,Consumer product
799,2019-09-18,  Fun Express SLIME recalled due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
800,2019-09-17,  Humanscale QuickStand Lite recalled due to injury hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,September,Consumer product
801,2019-09-16,  HEXO recalls one lot of HELIOS Flower dried cannabis ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
802,2019-09-11,  Ubbi Connecting Bath Toys recalled due to Laceration and Choking Hazards ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
803,2019-09-10,  Battery charger sold with Kidsquad 12V Mudslinger ride-on cars recalled due to unauthorized UL certification ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
804,2019-09-10,  Cutek Proclean recalled due to corrosion hazard ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,September,Consumer product
805,2019-09-06,  Expanded Recall: Matrix Style Link and Biolage Spray recalled due to missing hazard labelling ,Product Safety,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2019,September,Consumer product
806,2019-09-06,  Expanded Recall: Various Jacquard Gutta Resist products recalled due to flammability and aspiration hazards ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,September,Consumer product
807,2019-09-06,  Aurora Cannabis Enterprises Ltd. recalls one lot of Blue Dream Sativa dried cannabis ,Labelling And Packaging,1.0,Cannabis/Vaping/Tobacco products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
808,2019-09-04,  Frontier mowers recalled due to a possible entanglement hazard ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2019,September,Consumer product
809,2019-09-04,  Toysmith Slime Suckers recalled due to Chemical Hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
810,2019-09-04,  Information Update - Health Canada warns of potential risk of pulmonary illness associated with vaping products ,Important Safety Information,1.0,Cannabis/Vaping/Tobacco products,Health Canada,information update,General Public,2019,September,Consumer product
811,2019-09-04,  Love to Dream Sleep Suit with leg openings recalled due to flammability hazard ,Flammability Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,September,Consumer product
812,2019-09-03,  CLS Sales Inc. recalls DIY Shake Slime due to chemical hazard ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2019,September,Consumer product
813,2019-09-03,"  Update: Krylon™ art supply products recalled due to missing bilingual labelling, hazard information and flammability hazard ",Other,1.0,Chemicals,Health Canada,consumer product recall,General Public,2019,September,Consumer product
814,2019-08-30,  RH Ultra Soft Turkish Robe recalled due to flammability hazard ,Flammability Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2019,August,Consumer product
815,2019-08-30,  RH Vintage Steel Play Chairs and Stools in Distressed Red paint recalled due to lead in excess of allowable limits ,Chemical Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,August,Consumer product
816,2019-08-28,"  Whirlpool, KitchenAid and JennAir electric radiant heat cooktops recalled due to potential fire hazard ",Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,August,Consumer product
817,2019-08-28,  Vinyl Protective Covers for Sunsetter Motorized Awnings recalled due to impact and fall hazard ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2019,August,Consumer product
818,2019-08-27,  Contigo Kids Cleanable Water Bottles recalled due to Choking Hazard ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2019,August,Consumer product
819,2019-08-27,  Micro-USB Charging Cables Packaged with Happy Plugs Bluetooth Wireless II Headphones recalled due to burn hazard ,Burn Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2019,August,Consumer product
