,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
599,2020-03-24,  Golden Mushroom brand Enoki Mushroom recalled due to Listeria monocytogenes ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,March,Food,Microbiological - Listeria,Microbiological Contamination
600,2020-03-20,  Asian Food Ltd. brand and DSI brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
601,2020-03-20,  Al-Shamas Food Products brand spring rolls and samosas recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
602,2020-03-20,  Dadi Dang brand Pork Spring Roll recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,March,Food,Allergen - Milk,Allergen
603,2020-03-19,"  Thrifty Kitchens brand Beef Meets Barley Beef & Barley Soup recalled due to undeclared pacific grey cod, steelhead salmon, clams, shrimp, milk, wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,March,Food,"Allergen - Crustacean/Shellfish, Allergen - Fish, Allergen - Milk, Allergen - Wheat",Allergen
604,2020-03-19,  The Commissary Frozen Beef Burgers and Frozen Beef Burgers with Bacon recalled due to undeclared soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,March,Food,Allergen - Soy,Allergen
605,2020-03-18,  Ecoideas brand Brown Rice Pancakes Mix recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,March,Food,Microbiological - Salmonella,Microbiological Contamination
606,2020-03-12,  Save on Foods brand Plain Chocolate Croissant (4 PK) recalled due to undeclared hazelnut ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,March,Food,Allergen - Tree Nut,Allergen
607,2020-03-12,  Chedz brand Premium Cheese Snack - Spicy recalled due to undeclared wheat and barley ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,March,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
608,2020-03-11,  Henry & Tenry Food Products brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
609,2020-03-11,  Sobeys and Foodland brand Asian Vegetable Mix containing Bean Sprouts recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,March,Food,Microbiological - Salmonella,Microbiological Contamination
610,2020-03-11,  Thrifty Kitchens brand Ancient Whole Grains Salad recalled due to presence of stones ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,March,Food,Extraneous Material,Extraneous Material
611,2020-03-11,  Grain Processing Corporation (GPC) brand Pure-Dent B700 Corn Starch recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,March,Food,Extraneous Material,Extraneous Material
612,2020-03-11,  Mosto Foods brand Corn (Starch) recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,March,Food,Extraneous Material,Extraneous Material
613,2020-03-10,  Luigi Guffanti 1876 brand Taleggio DOP a Latte Crudo incarto verde (cheese) recalled due to pathogenic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,March,Food,Microbiological - pathogenic E. coli,Microbiological Contamination
614,2020-03-10,  Fresh Sprouts brand Fresh Bean Sprouts recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,March,Food,Microbiological - Salmonella,Microbiological Contamination
615,2020-03-07,  Asian Food brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
616,2020-03-06,  Delicious Foods Ltd. brand Spring Rolls recalled due to undeclared milk and wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2020,March,Food,"Allergen - Milk, Allergen - Wheat",Allergen
617,2020-03-06,  Certain O/W Ahi Tuna products recalled due to histamine ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,March,Food,Chemical - Histamine,Other
618,2020-03-06,  Vinh Fat Food Products brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
619,2020-03-06,"  Neilson brand, Neilson Trutaste brand and Nutrilait brand milk recalled due to non-harmful extraneous material (metal dust) ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,March,Food,Extraneous Material,Extraneous Material
620,2020-03-06,  Delta Foods brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,March,Food,Allergen - Milk,Allergen
621,2020-03-06,  PC Organics brand milk recalled due to non-harmful extraneous material (metal dust) ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,March,Food,Extraneous Material,Extraneous Material
622,2020-03-06,  Nouveau Taste de Cuisine Inc. brand Vegetable Springroll recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2020,March,Food,Allergen - Milk,Allergen
623,2020-03-05,  Goraesa brand Fish Cakes recalled due to undeclared egg and milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,March,Food,"Allergen - Egg, Allergen - Milk",Allergen
624,2020-03-04,  21 Century brand Red Snow Crab Sauce recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2020,March,Food,Allergen - Egg,Allergen
625,2020-03-03,  Tamek brand Sour Cherry Jam with Pectin recalled due to presence of cherry pits ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,March,Food,Extraneous Material,Extraneous Material
626,2020-03-03,  Silani brand and Silani Fetalite brand Feta Cheese recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,March,Food,Microbiological - Other,Microbiological Contamination
627,2020-03-01,  Certain Les Huîtres Cadoret – La Perle Noire brand #4 oysters recalled due to norovirus ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2020,March,Food,Microbiological - Other,Microbiological Contamination
628,2020-02-28,  Various tuna products recalled due to histamine ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,February,Food,Chemical - Histamine,Other
629,2020-02-28,  Pusateri's Fine Foods brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Allergen - Milk,Allergen
630,2020-02-28,  Vanipha Asian Gourmet brand Spring Rolls recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,food recall warning,2020,February,Food,Allergen - Milk,Allergen
631,2020-02-28,  Tuna YF Barrel Cut 7.5 oz recalled due to histamine ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2020,February,Food,Chemical,Other
632,2020-02-28,  Wang Korea brand Mr. Bong Fish Sausage recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,February,Food,Allergen - Egg,Allergen
633,2020-02-27,  Certain Union Bay Seafood Ltd. brand Pacific Oysters recalled due to norovirus ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,February,Food,Microbiological - Other,Microbiological Contamination
634,2020-02-25,  Aqua Okeano brand and Aqua Okeano / Seven Baskets brand fish products recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
635,2020-02-25,  Spring Home brand pastry products recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Allergen - Milk,Allergen
636,2020-02-25,  Unomundo brand tuna loins and steaks recalled due to histamine ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,February,Food,"Microbiological - Other, Chemical - Histamine",Microbiological Contamination
637,2020-02-24,  Celebrate brand frozen profiteroles and eclairs recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Microbiological - Salmonella,Microbiological Contamination
638,2020-02-24,  Aqua Okeano brand and Aqua Okeano / Seven Baskets brand fish products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Allergen - Egg,Allergen
639,2020-02-21,  Fresh in the City brand Energii Power Balls recalled due to undeclared peanuts and sesame seeds ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,February,Food,"Allergen - Peanut, Allergen - Sesame Seeds",Allergen
640,2020-02-17,  Jinju brand Fish Paste Product recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,February,Food,Allergen - Egg,Allergen
641,2020-02-14,  Goraesa brand Fish Cakes recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2020,February,Food,Allergen - Egg,Allergen
642,2020-02-13,  Silani brand Mozzarella Ball recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,February,Food,Microbiological - Other,Microbiological Contamination
643,2020-02-13,  Heinz brand sauces recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,food recall warning,2020,February,Food,Allergen - Milk,Allergen
644,2020-02-13,  Centennial Foodservice brand and Good Boucher brand ground beef products recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 3,notification,2020,February,Food,Extraneous Material,Extraneous Material
645,2020-02-12,  Pinty's brand Buffalo Chicken Flings recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,February,Food,Extraneous Material,Extraneous Material
646,2020-02-10,  Nuts 'N More brand Peanut Spread (Plain) recalled due to Listeria species ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Microbiological - Listeria,Microbiological Contamination
647,2020-02-07,  Aqua Okeano / Seven Baskets brand fish products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Allergen - Egg,Allergen
648,2020-02-07,  Soupa Cafe brand and The Market Garden brand soups recalled due to undeclared mustard ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 3,food recall warning,2020,February,Food,Allergen - Mustard,Allergen
649,2020-02-07,  Soupa Cafe brand soups recalled due to undeclared mustard and milk ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 2,food recall warning,2020,February,Food,"Allergen - Milk, Allergen - Mustard",Allergen
650,2020-02-07,  Ground Lamb recalled due to pieces of plastic ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 3,notification,2020,February,Food,Extraneous Material,Extraneous Material
651,2020-02-06,  The King of the Blues brand Blue Cheese Gourmet Dressing & Dip recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2020,February,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
652,2020-02-06,  Wang Korea brand fish sausage recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2020,February,Food,Allergen - Egg,Allergen
653,2020-02-01,  Bottled clams from Cielo Glamping Maritime recalled due to potential presence of dangerous bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,General Public,Class 1,food recall warning,2020,February,Food,Microbiological - Clostridium botulinum,Microbiological Contamination
654,2020-01-31,"  Seafood Seasons brand Tilapia, Gutted and Scaled - IQF recalled due to presence of Enrofloxacin, Trimethoprim and Sulfadiazine ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2020,January,Food,Chemical,Other
