,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2021-01-08,"
  Various brands of Pizza Snacks recalled due to pieces of metal 
",,,,,,,,,,,notification,,"January 8, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Naleway Foods Ltd.,Manitoba,Retail,14163,,,,
0,2021-01-08,"
  NW Pepperoni recalled due to pieces of metal 
",,,,,,,,,,,notification,,"January 8, 2021",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Piller's Fine Foods,Manitoba,Warehouse,14174,,,,
0,2020-12-23,"
  Searay Foods Inc. brand Grouper recalled due to leucomalachite green 
",,,,,,,,,,,notification,,"December 23, 2020",Recall,Notification,Chemical,Class 2,Canadian Food Inspection Agency,Searay Foods Inc.,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Retail,14105,,,,
0,2020-12-22,"
  Certain Assala, Compliments, The Deli-Shop, and Levitts brands deli meat products recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"December 22, 2020",Recall,Updated Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,Levitts Foods (Canada) Inc.,"Alberta, Nova Scotia, Ontario, Possibly National, Quebec",Consumer,14149,,,,
0,2020-12-22,"
  Madame Labriski brand The Bomba Rosa Log recalled due to undeclared soy, eggs, milk, sesame, nuts and peanuts 
",,,,,,,,,,,food recall warning,,"December 22, 2020",Recall,Food Recall Warning (Allergen),"Allergen - Egg, Allergen - Milk, Allergen - Peanut, Allergen - Sesame Seeds, Allergen - Soy, Allergen - Tree Nut",Class 1,Canadian Food Inspection Agency,Madame Labriski,"New Brunswick, Quebec",Consumer,14160,,,,
0,2020-12-14,"
  Rougié Sarlat brand Terrine of Duck Foie Gras recalled due to undeclared gluten and wheat 
",,,,,,,,,,,food recall warning,,"December 14, 2020",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 1,Canadian Food Inspection Agency,Aurpal Inc.,"Alberta, Quebec","Retail, Hotel/Restaurant/Institutional",14145,,,,
0,2020-12-12,"
  Eggs from Hilly Acres Farm recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"December 12, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Hilly Acres Farm,Newfoundland and Labrador,Retail,14141,,,,
0,2020-11-29,"
  Certain Kawartha Dairy brand ice cream products recalled due to possible presence of pieces of metal 
",,,,,,,,,,,food recall warning,,"November 29, 2020",Recall,Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Kawartha Dairy Limited,Ontario,Consumer,14107,,,,
0,2020-11-28,"
  Fresh Attitude brand Baby Spinach recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"November 28, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Vegpro International,"May be distributed in other Atlantic provinces, New Brunswick, Ontario, Quebec",Consumer,14111,,,,
0,2020-11-28,"
  Certain Metro brand products recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"November 28, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Metro Ontario Inc.,Ontario,Consumer,14119,,,,
0,2020-11-28,"
  Gelsius brand IQF Sliced White Apples and IQF Diced Apples recalled due to undeclared sulphites 
",,,,,,,,,,,food recall warning,,"November 28, 2020",Recall,Food Recall Warning (Allergen),Allergen - Sulphites,Class 2,Canadian Food Inspection Agency,Distributions Farinex,"Ontario, Quebec","Retail, Hotel/Restaurant/Institutional",14112,,,,
0,2020-11-27,"
  Fresh Attitude brand Baby Spinach recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"November 27, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Vegpro International,"New Brunswick, Ontario, Quebec",Consumer,14111,,,,
0,2020-11-26,"
  Farm Boy brand Deluxe Chocolate Brownie Mix recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"November 26, 2020",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Farm Boy Company Inc.,Ontario,Consumer,14110,,,,
0,2020-11-26,"
  Bottled beef and Bottled chicken made by Robert Waite, sold with no labels, may be unsafe due to potential presence of dangerous bacteria 
",,,,,,,,,,,food recall warning,,"November 26, 2020",Advisory,Food Safety Warning,Microbiological - Clostridium botulinum,--,Canadian Food Inspection Agency,--,Prince Edward Island,Consumer,,,,,
0,2020-11-26,"
  Fresh Attitude brand Baby Spinach recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"November 26, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Vegpro International,"Ontario, Quebec",Consumer,14111,,,,
0,2020-11-24,"
  Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins 
",,,,,,,,,,,food recall warning,,"November 24, 2020",Recall,Updated Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Isagenix International LLC,Possibly National,Consumer,,,,,
0,2020-11-19,"
  Montana's brand Salisbury Meat Pot Pie recalled due to mould 
",,,,,,,,,,,notification,,"November 19, 2020",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Maitre Saladier Inc. (79),"Nova Scotia, Ontario",Retail,14095,,,,
0,2020-11-14,"
  Isagenix brand Isalean Whole Blend plant-based shake Banana Bread Flavour may be unsafe due to over-fortification of minerals 
",,,,,,,,,,,food recall warning,,"November 14, 2020",Recall,Updated Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Isagenix International LLC,Possibly National,Consumer,14092,,,,
0,2020-11-13,"
  Amour & Tradition brand fondues recalled due to undeclared wheat 
",,,,,,,,,,,food recall warning,,"November 13, 2020",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 1,Canadian Food Inspection Agency,Au P'tit Marché Traiteur Inc.,Quebec,Retail,14093,,,,
0,2020-11-12,"
  Alwatania brand Halva Extra recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"November 12, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Migahid & Elsawi Co. Ltd.,Ontario,Consumer,,,,,
0,2020-11-07,"
  Sharwood's brand Tikka Curry Paste recalled due to undeclared mustard 
",,,,,,,,,,,food recall warning,,"November 7, 2020",Recall,Food Recall Warning (Allergen),Allergen - Mustard,Class 1,Canadian Food Inspection Agency,Tree of Life Canada ULC,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Possibly National, Prince Edward Island, Quebec",Retail,14082,,,,
0,2020-11-07,"
  Certain Isagenix brand Isalean products may be unsafe due to over-fortification of vitamins 
",,,,,,,,,,,food recall warning,,"November 7, 2020",Recall,Updated Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Isagenix International LLC,Possibly National,Consumer,14085,,,,
0,2020-11-06,"
  Bake My Day brand Chicken Pot Pie recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"November 6, 2020",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 2,Canadian Food Inspection Agency,Bake My Day Gluten-Free Bakeries Ltd.,British Columbia,Retail,14078,,,,
0,2020-10-31,"
  Certain Isagenix brand Isalean Bars may be unsafe due to over fortification of vitamins 
",,,,,,,,,,,food recall warning,,"October 31, 2020",Recall,Food Recall Warning,Other,Class 1,Canadian Food Inspection Agency,Isagenix International LLC,Possibly National,Consumer,14054,,,,
0,2020-10-30,"
  Alwatania brand Halva Extra recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 30, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Migahid & Elsawi Co. Ltd.,Ontario,Consumer,14074,,,,
0,2020-10-15,"
  Alwatania brand Liquid Tahina recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 15, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Migahid & Elsawi Co. Ltd.,"Ontario, Quebec",Consumer,14052,,,,
0,2020-10-14,"
  Raschera DOP (cheese) recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 14, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Taste for Luxury,"Ontario, Quebec",Retail,14047,,,,
0,2020-10-14,"
  Adar brand Schmaltz Herring in Oil recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"October 14, 2020",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,National Herring Co.,Quebec,Retail,14051,,,,
0,2020-10-11,"
  Alwatania brand Liquid Tahina may be unsafe due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 11, 2020",Advisory,Food Safety Warning,Microbiological - Salmonella,--,Canadian Food Inspection Agency,--,"Possibly National, Quebec",Retail,,,,,
0,2020-10-10,"
  Certain Trinity Bakeshop Ltd. brand bakery products recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 10, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Trinity Bakeshop Ltd.,Newfoundland and Labrador,Retail,14075,,,,
0,2020-10-08,"
  Shandaph brand Oysters recalled due to generic E. coli 
",,,,,,,,,,,notification,,"October 8, 2020",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Shandaph Oyster (Philip Docker),Nova Scotia,"Retail, Hotel/Restaurant/Institutional",14040,,,,
0,2020-10-01,"
  Sunsprout brand Micro – Greens, Alfalfa recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"October 1, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Sunsprout Natural Foods,Nova Scotia,Consumer,14013,,,,
0,2020-09-25,"
  Butchers Choice brand Medium Ground Beef Butcher Pack recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"September 25, 2020",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Loblaw Companies Limited,New Brunswick,Retail,14023,,,,
0,2020-09-25,"
  Happy Planet brand Berkeley Butternut Squash Soup and Thai Coconut Soup recalled due to spoilage 
",,,,,,,,,,,notification,,"September 25, 2020",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Happy Planet Foods Inc.,National,Retail,14033,,,,
0,2020-09-24,"
  Shirakiku brand Black Fungus (Kikurage) recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"September 24, 2020",Recall,Food Recall Warning,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,"Wismettac Asian Foods, Inc.","Alberta, British Columbia, Manitoba, Possibly National",Hotel/Restaurant/Institutional,14020,,,,
0,2020-09-24,"
  Certain Manila clams may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning (PSP) 
",,,,,,,,,,,food recall warning,,"September 24, 2020",Recall,Updated Food Recall Warning,Marine Biotoxin,Class 1,Canadian Food Inspection Agency,Evergreen International Foodstuffs Ltd.,"Alberta, British Columbia, Ontario, Possibly National",Retail,14019,,,,
0,2020-09-24,"
  PC brand chicken strips – gluten free recalled due to undeclared gluten/wheat 
",,,,,,,,,,,food recall warning,,"September 24, 2020",Recall,Updated Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 1,Canadian Food Inspection Agency,Loblaw Companies Limited,"Alberta, British Columbia, Yukon",Consumer,,,,,
0,2020-09-22,"
  Sunsprout brand Micro – Greens, Alfalfa & Onion and Alfalfa & Radish recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"September 22, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Sunsprout Natural Foods,Ontario,Consumer,14021,,,,
0,2020-09-22,"
  Certain Manila clams may be unsafe due to a marine biotoxin which causes Paralytic Shellfish Poisoning 
",,,,,,,,,,,food recall warning,,"September 22, 2020",Recall,Food Recall Warning,Marine Biotoxin,Class 1,Canadian Food Inspection Agency,Evergreen International Foodstuffs Ltd.,"British Columbia, Ontario",Retail,14019,,,,
0,2020-09-19,"
  Sprouts Alive brand and Sunsprout brand Micro – Greens Alfalfa recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"September 19, 2020",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Sunsprout Natural Foods,Ontario,Consumer,14013,,,,
0,2020-09-18,"
  Kootenay Co-op brand beef sausages and burgers recalled due to possible presence of pieces of metal and plastic 
",,,,,,,,,,,food recall warning,,"September 18, 2020",Recall,Food Recall Warning,Extraneous Material,Class 2,Canadian Food Inspection Agency,Kootenay Co-op,British Columbia,Retail,14017,,,,
0,2020-09-18,"
  PC Blue Menu brand Artichoke & Asiago Dip recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"September 18, 2020",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,Loblaw Companies Limited,National,Retail,14018,,,,
0,2020-09-17,"
  Certain Goodfood brand Roasted Sweet Potato Power Bowls recalled due to undeclared almonds, pecans, wheat and gluten 
",,,,,,,,,,,food recall warning,,"September 17, 2020",Recall,Food Recall Warning (Allergen),"Allergen - Tree Nut, Allergen - Wheat, Gluten",Class 1,Canadian Food Inspection Agency,Goodfood Market Corp.,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec",Retail,14015,,,,
0,2020-09-03,"
  Frank brand Milk Chocolate Covered Raisins recalled due to undeclared peanut 
",,,,,,,,,,,food recall warning,,"September 3, 2020",Recall,Food Recall Warning (Allergen),Allergen - Peanut,Class 3,Canadian Food Inspection Agency,Canadian Tire Corporation of Canada,National,Retail,14001,,,,
0,2020-08-31,"
  PC brand chicken strips - gluten free recalled due to undeclared gluten/wheat 
",,,,,,,,,,,food recall warning,,"August 31, 2020",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 1,Canadian Food Inspection Agency,Loblaw Companies Limited,National,Consumer,13993,,,,
0,2020-08-29,"
  Possible undeclared gluten in PC brand chicken strips – gluten free 
",,,,,,,,,,,food recall warning,,"August 29, 2020",Advisory,Consumer Advisory,Gluten,--,Canadian Food Inspection Agency,--,National,Consumer,,,,,
0,2020-08-24,"
  Brandt brand mini spicy cheese sausage recalled due to Listeria monocytogenes 
",,,,,,,,,,,food recall warning,,"August 24, 2020",Recall,Food Recall Warning,Microbiological - Listeria,Class 1,Canadian Food Inspection Agency,G. Brandt Meat Packers Ltd.,"Ontario, Quebec, Saskatchewan",Retail,13975,,,,
0,2020-08-22,"
  Fresh imported peaches recalled by Prima Wawona may be unsafe due to Salmonella 
",,,,,,,,,,,food recall warning,,"August 22, 2020",Advisory,Consumer Advisory,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,"Burnac Produce, Canadawide Fruits Inc., Federated Co-Operatives Ltd., Fresh Taste Produce Ltd., Greenfield Produce Ltd., Loblaw Companies Limited, Metro Ontario Inc., Metro Richelieu Inc., North American Produce Buyers Ltd., Prima Wawona, Star Produce Ltd.",Possibly National,Retail and Hotel/Restaurant/Institutional,13974,,,,
0,2020-08-21,"
  Summ! brand Chicken Gyoza Dumplings recalled due to pieces of bone 
",,,,,,,,,,,notification,,"August 21, 2020",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Fine Choice Foods Ltd.,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan, Newfoundland and Labrador","Retail, Hotel/Restaurant/Institutional",13961,,,,
0,2020-08-19,"
  OKF brand Rice Milk Original recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"August 19, 2020",Recall,Updated Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Kam Wah Resources Co. Ltd.,"Ontario, Possibly National, Quebec",Consumer,13940,,,,
0,2020-08-19,"
  Pengsheng brand Oil Preserved Cabbage Leaf recalled due to undeclared sesame 
",,,,,,,,,,,food recall warning,,"August 19, 2020",Recall,Food Recall Warning (Allergen),Allergen - Sesame Seeds,Class 1,Canadian Food Inspection Agency,Uncle T Foods Inc.,"Alberta, British Columbia, Ontario",Retail,13968,,,,
0,2020-08-12,"
  Galleria Supermarket brand Prepared Meals recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"August 12, 2020",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Galleria Supermarket,Ontario,Retail,13950,,,,
0,2020-08-07,"
  Jim M. Koo Produce brand Yellow and Red Onions recalled due to Salmonella 
",,,,,,,,,,,notification,,"August 7, 2020",Recall,Notification,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Jim M. Koo Produce Ltd.,British Columbia,Hotel/Restaurant/Institutional,13942,,,,
0,2020-08-07,"
  Sobeys brand Herb Marinade recalled due to Salmonella 
",,,,,,,,,,,notification,,"August 7, 2020",Recall,Notification,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Kitchen Partners Limited,"Alberta, British Columbia, Manitoba",Hotel/Restaurant/Institutional,13941,,,,
0,2020-08-05,"
  Imperial Fresh brand Onion white diced 3/8"" recalled due to Salmonella 
",,,,,,,,,,,notification,,"August 5, 2020",Recall,Notification,Microbiological - Salmonella,Class 1,Canadian Food Inspection Agency,Freshpoint Freshcuts,Saskatchewan,Hotel/Restaurant/Institutional,13938,,,,
